,순,시즌,FA,출생,이름,팀,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
1036,17,2016,0,1985,임창민,NC,, 0 , 0 , 0 , 1 , 3 , 26 , 6 , 70.0 , 22 ,, 302 , 61 , 9 , 0 , 5 , 30 , 0 , 5 , 91 , 1 , 8 , 2.57 , 3.62 , 1.30 , 198.0 , 141.3 , 3.25 , 1.69 
1037,18,2016,0,1987,차우찬,삼성,, 1 , 0 , 24 , 12 , 6 , 0 , 0 , 152.1 , 87 ,, 671 , 168 , 30 , 2 , 16 , 65 , 0 , 8 , 120 , 0 , 5 , 4.73 , 5.02 , 1.53 , 111.5 , 103.9 , 3.18 , -0.21 
1038,19,2016,0,1987,김세현,키움,, 0 , 0 , 0 , 2 , 0 , 36 , 0 , 62.1 , 19 ,, 254 , 66 , 7 , 2 , 2 , 7 , 0 , 0 , 50 , 0 , 4 , 2.60 , 2.94 , 1.17 , 202.1 , 177.0 , 2.99 , 0.84 
1039,20,2016,0,1993,심창민,삼성,, 0 , 0 , 0 , 2 , 6 , 25 , 4 , 72.2 , 29 ,, 303 , 59 , 11 , 0 , 6 , 26 , 3 , 4 , 76 , 1 , 1 , 2.97 , 3.89 , 1.17 , 177.4 , 134.0 , 2.79 , 0.59 
1040,21,2016,0,1983,권혁,한화,, 0 , 0 , 0 , 6 , 2 , 3 , 13 , 95.1 , 45 ,, 418 , 93 , 17 , 2 , 5 , 42 , 5 , 7 , 77 , 1 , 2 , 3.87 , 4.24 , 1.42 , 135.7 , 122.9 , 2.79 , 0.36 
1041,22,2016,0,1987,린드블럼,롯데,, 1 , 0 , 30 , 10 , 13 , 0 , 0 , 177.1 , 109 ,, 791 , 197 , 36 , 6 , 28 , 77 , 0 , 9 , 148 , 0 , 7 , 5.28 , 5.63 , 1.55 , 99.0 , 92.9 , 2.69 , -1.77 
1042,23,2016,0,1979,밴헤켄,키움,, 0 , 0 , 12 , 7 , 3 , 0 , 0 , 72.0 , 29 ,, 287 , 55 , 14 , 0 , 10 , 19 , 0 , 5 , 81 , 0 , 1 , 3.38 , 4.35 , 1.03 , 155.6 , 119.4 , 2.67 , 0.44 
1043,24,2016,0,1995,주권,16k_black,, 1 , 1 , 26 , 6 , 8 , 0 , 0 , 134.0 , 80 ,, 594 , 162 , 36 , 3 , 14 , 44 , 0 , 5 , 63 , 1 , 2 , 5.10 , 5.31 , 1.54 , 102.4 , 98.1 , 2.67 , -1.22 
1044,25,2016,0,1985,소사,LG,, 0 , 0 , 33 , 10 , 9 , 0 , 0 , 199.0 , 121 ,, 870 , 258 , 47 , 8 , 12 , 38 , 2 , 9 , 107 , 0 , 6 , 5.16 , 4.18 , 1.49 , 98.6 , 121.0 , 2.63 , -2.01 
1045,26,2016,0,1990,장민재,한화,, 0 , 0 , 13 , 6 , 6 , 0 , 1 , 119.1 , 66 ,, 542 , 133 , 13 , 2 , 15 , 67 , 0 , 4 , 92 , 1 , 3 , 4.68 , 5.67 , 1.68 , 112.3 , 92.5 , 2.41 , -1.37 
1046,27,2016,0,1985,윤희상,SK,, 0 , 0 , 22 , 9 , 6 , 0 , 0 , 122.2 , 69 ,, 540 , 143 , 18 , 2 , 18 , 44 , 0 , 6 , 74 , 1 , 5 , 4.84 , 5.72 , 1.52 , 107.8 , 91.8 , 2.40 , -0.60 
1047,28,2016,0,1990,이태양,한화,, 0 , 0 , 25 , 5 , 8 , 1 , 0 , 112.1 , 66 ,, 512 , 128 , 20 , 0 , 15 , 62 , 1 , 3 , 60 , 0 , 2 , 4.97 , 6.17 , 1.69 , 105.7 , 85.0 , 2.38 , -1.24 
1048,29,2016,0,1979,이정민,롯데,, 0 , 0 , 0 , 5 , 2 , 2 , 9 , 77.0 , 29 ,, 326 , 83 , 13 , 1 , 6 , 21 , 1 , 5 , 60 , 0 , 5 , 3.16 , 4.22 , 1.35 , 165.6 , 123.4 , 2.37 , 0.96 
1049,30,2016,0,1987,원종현,NC,, 0 , 0 , 0 , 3 , 3 , 3 , 17 , 70.2 , 26 ,, 283 , 51 , 8 , 0 , 4 , 18 , 0 , 3 , 75 , 0 , 4 , 3.18 , 3.30 , 0.98 , 159.9 , 155.5 , 2.31 , 1.59 
1050,1,2017,0,1987,헥터,KIA,, 1 , 0 , 30 , 20 , 5 , 0 , 0 , 201.2 , 83 ,, 854 , 221 , 36 , 4 , 21 , 45 , 1 , 5 , 149 , 0 , 7 , 3.48 , 4.34 , 1.32 , 142.7 , 115.0 , 5.80 , 1.34 
1051,2,2017,0,1985,장원준,두산,, 1 , 1 , 29 , 14 , 9 , 0 , 0 , 180.1 , 70 ,, 760 , 172 , 26 , 2 , 12 , 51 , 2 , 14 , 125 , 0 , 3 , 3.14 , 4.26 , 1.24 , 153.1 , 114.0 , 5.41 , 1.41 
1052,3,2017,0,1985,피어밴드,17k_black,, 1 , 1 , 26 , 8 , 10 , 0 , 0 , 160.0 , 67 ,, 657 , 153 , 19 , 4 , 20 , 31 , 0 , 7 , 132 , 0 , 4 , 3.04 , 4.42 , 1.15 , 166.9 , 112.8 , 5.26 , 1.00 
1053,4,2017,0,1988,켈리,SK,, 0 , 0 , 30 , 16 , 7 , 0 , 0 , 190.0 , 85 ,, 815 , 204 , 38 , 3 , 16 , 45 , 2 , 11 , 189 , 1 , 9 , 3.60 , 3.69 , 1.31 , 139.8 , 136.9 , 5.06 , 1.60 
1054,5,2017,0,1988,레일리,롯데,, 1 , 0 , 30 , 13 , 7 , 0 , 0 , 187.1 , 87 ,, 798 , 199 , 39 , 2 , 19 , 44 , 0 , 17 , 156 , 1 , 3 , 3.80 , 4.37 , 1.30 , 132.7 , 115.2 , 5.03 , 1.25 
1055,6,2017,0,1984,허프,LG,, 2 , 0 , 17 , 6 , 4 , 0 , 0 , 124.2 , 37 ,, 490 , 100 , 20 , 2 , 7 , 14 , 0 , 2 , 98 , 0 , 2 , 2.38 , 3.28 , 0.91 , 203.3 , 148.5 , 4.96 , 2.93 
1056,7,2017,0,1995,박세웅,롯데,, 0 , 0 , 28 , 12 , 6 , 0 , 0 , 171.1 , 74 ,, 725 , 170 , 25 , 1 , 21 , 56 , 2 , 9 , 117 , 0 , 7 , 3.68 , 5.07 , 1.32 , 137.0 , 99.3 , 4.63 , 1.23 
1057,8,2017,0,1988,양현종,KIA,, 1 , 0 , 31 , 20 , 6 , 0 , 0 , 193.1 , 88 ,, 808 , 209 , 32 , 2 , 17 , 45 , 0 , 0 , 158 , 0 , 14 , 3.44 , 3.94 , 1.31 , 144.2 , 126.8 , 4.56 , 1.31 
1058,9,2017,0,1983,해커,NC,, 1 , 0 , 26 , 12 , 7 , 0 , 0 , 160.1 , 64 ,, 672 , 159 , 19 , 2 , 14 , 29 , 1 , 14 , 97 , 2 , 6 , 3.42 , 4.45 , 1.17 , 144.8 , 112.4 , 4.50 , 1.40 
1059,10,2017,0,1987,차우찬,LG,, 0 , 0 , 28 , 10 , 7 , 0 , 0 , 175.2 , 75 ,, 732 , 171 , 33 , 4 , 20 , 38 , 0 , 7 , 157 , 0 , 10 , 3.43 , 4.20 , 1.19 , 141.1 , 114.3 , 4.23 , 1.27 
1060,11,2017,0,1985,소사,LG,, 2 , 1 , 29 , 11 , 11 , 1 , 0 , 185.1 , 86 ,, 769 , 189 , 36 , 9 , 11 , 38 , 0 , 3 , 153 , 0 , 3 , 3.88 , 3.52 , 1.23 , 124.7 , 138.2 , 4.17 , 0.50 
1061,12,2017,0,1982,손승락,롯데,, 0 , 0 , 0 , 1 , 3 , 37 , 0 , 62.0 , 16 ,, 250 , 59 , 3 , 1 , 7 , 11 , 2 , 1 , 62 , 1 , 0 , 2.18 , 3.69 , 1.13 , 231.4 , 136.8 , 4.12 , 2.62 
1062,13,2017,0,1981,윤성환,삼성,, 1 , 0 , 28 , 12 , 9 , 0 , 0 , 174.1 , 86 ,, 731 , 181 , 39 , 4 , 22 , 37 , 0 , 15 , 130 , 0 , 3 , 4.28 , 4.78 , 1.25 , 118.4 , 105.4 , 3.73 , 0.77 
1063,14,2017,0,1991,박종훈,SK,, 0 , 0 , 28 , 12 , 7 , 0 , 1 , 151.1 , 74 ,, 664 , 145 , 26 , 0 , 16 , 61 , 1 , 25 , 107 , 0 , 4 , 4.10 , 5.38 , 1.36 , 122.7 , 93.8 , 3.48 , 0.23 
1064,15,2017,0,1989,팻딘,KIA,, 1 , 0 , 29 , 9 , 7 , 0 , 0 , 176.0 , 86 ,, 770 , 211 , 39 , 3 , 22 , 39 , 1 , 16 , 143 , 0 , 3 , 4.14 , 4.66 , 1.42 , 120.0 , 107.3 , 3.46 , 0.50 
1065,16,2017,0,1981,니퍼트,두산,, 0 , 0 , 30 , 14 , 8 , 0 , 0 , 179.2 , 88 ,, 782 , 175 , 35 , 5 , 20 , 77 , 0 , 10 , 161 , 0 , 13 , 4.06 , 4.84 , 1.40 , 118.6 , 99.2 , 3.44 , 0.34 
1066,17,2017,0,1997,최원태,키움,, 0 , 0 , 25 , 11 , 7 , 0 , 0 , 149.1 , 76 ,, 637 , 161 , 24 , 3 , 19 , 34 , 0 , 12 , 126 , 1 , 5 , 4.46 , 4.63 , 1.31 , 111.5 , 105.6 , 3.39 , 0.70 
1067,18,2017,0,1979,밴헤켄,키움,, 0 , 0 , 24 , 8 , 7 , 0 , 0 , 138.1 , 68 ,, 591 , 140 , 24 , 1 , 13 , 42 , 0 , 2 , 139 , 0 , 4 , 3.77 , 3.90 , 1.32 , 131.8 , 125.7 , 3.29 , -0.42 
1068,19,2017,0,1995,함덕주,두산,, 0 , 0 , 24 , 9 , 8 , 0 , 2 , 137.1 , 61 ,, 598 , 128 , 27 , 1 , 8 , 64 , 2 , 4 , 139 , 1 , 3 , 3.67 , 3.91 , 1.40 , 131.2 , 124.2 , 3.22 , 0.52 
1069,20,2017,0,1985,정우람,한화,, 0 , 0 , 0 , 6 , 4 , 26 , 0 , 59.0 , 20 ,, 247 , 47 , 10 , 0 , 5 , 19 , 2 , 4 , 78 , 0 , 5 , 2.75 , 3.26 , 1.12 , 183.1 , 155.5 , 2.88 , 0.56 
1070,21,2017,0,1980,송승준,롯데,, 0 , 0 , 22 , 11 , 5 , 0 , 1 , 130.1 , 63 ,, 558 , 132 , 31 , 3 , 19 , 41 , 1 , 4 , 113 , 0 , 6 , 4.21 , 4.91 , 1.33 , 119.6 , 102.7 , 2.77 , -0.53 
1071,22,2017,0,1988,브리검,키움,, 0 , 0 , 24 , 10 , 6 , 0 , 0 , 144.0 , 77 ,, 619 , 166 , 21 , 4 , 17 , 26 , 0 , 13 , 98 , 0 , 8 , 4.38 , 4.72 , 1.33 , 113.7 , 103.6 , 2.74 , 0.48 
1072,23,2017,0,1993,임기영,KIA,, 2 , 2 , 19 , 8 , 6 , 0 , 0 , 118.1 , 54 ,, 497 , 138 , 25 , 1 , 9 , 18 , 1 , 6 , 73 , 0 , 2 , 3.65 , 4.07 , 1.32 , 136.1 , 122.6 , 2.73 , 0.42 
1073,24,2017,0,1983,오간도,한화,, 0 , 0 , 19 , 10 , 5 , 0 , 0 , 110.0 , 53 ,, 475 , 115 , 14 , 0 , 8 , 30 , 0 , 11 , 74 , 1 , 6 , 3.93 , 4.45 , 1.32 , 128.0 , 113.2 , 2.65 , -0.61 
1074,25,2017,0,1986,다이아몬드,SK,, 1 , 1 , 24 , 10 , 7 , 0 , 0 , 134.1 , 69 ,, 581 , 163 , 20 , 3 , 11 , 35 , 1 , 9 , 59 , 0 , 2 , 4.42 , 4.88 , 1.47 , 113.8 , 103.2 , 2.63 , 0.48 
1075,26,2017,0,1985,김진성,NC,, 0 , 0 , 0 , 10 , 6 , 0 , 15 , 89.2 , 38 ,, 361 , 72 , 9 , 0 , 13 , 27 , 3 , 2 , 98 , 0 , 11 , 3.61 , 4.30 , 1.10 , 137.2 , 116.1 , 2.56 , 1.39 
1076,27,2017,0,1991,고영표,17k_black,, 2 , 1 , 24 , 8 , 12 , 0 , 1 , 141.2 , 84 ,, 612 , 170 , 32 , 1 , 13 , 16 , 0 , 18 , 125 , 1 , 6 , 5.08 , 3.88 , 1.31 , 99.7 , 128.4 , 2.46 , -0.81 
1077,28,2017,0,1985,맨쉽,NC,, 0 , 0 , 21 , 12 , 4 , 0 , 0 , 112.2 , 51 ,, 478 , 112 , 17 , 0 , 7 , 33 , 0 , 7 , 86 , 1 , 5 , 3.67 , 4.08 , 1.29 , 134.9 , 122.2 , 2.43 , 0.66 
1078,29,2017,0,1983,비야누에바,한화,, 0 , 0 , 20 , 5 , 7 , 0 , 0 , 112.0 , 58 ,, 461 , 108 , 23 , 1 , 12 , 23 , 0 , 5 , 68 , 0 , 5 , 4.18 , 4.66 , 1.17 , 120.3 , 108.3 , 2.42 , -0.37 
1079,30,2017,0,1989,신재영,키움,, 1 , 1 , 15 , 6 , 7 , 1 , 2 , 125.0 , 68 ,, 537 , 137 , 31 , 2 , 14 , 25 , 1 , 16 , 75 , 0 , 1 , 4.54 , 4.95 , 1.30 , 109.6 , 99.0 , 2.34 , -0.36 
1080,1,2018,0,1987,린드블럼,두산,, 0 , 0 , 26 , 15 , 4 , 0 , 0 , 168.2 , 56 ,, 681 , 142 , 33 , 2 , 16 , 38 , 0 , 8 , 157 , 0 , 10 , 2.88 , 4.02 , 1.07 , 175.4 , 125.2 , 6.81 , 2.06 
1081,2,2018,0,1989,윌슨,LG,, 1 , 1 , 26 , 9 , 4 , 0 , 0 , 170.0 , 63 ,, 689 , 158 , 23 , 3 , 11 , 35 , 1 , 6 , 149 , 1 , 10 , 3.07 , 3.63 , 1.14 , 164.3 , 139.4 , 6.31 , 2.72 
1082,3,2018,0,1988,브리검,키움,, 2 , 1 , 30 , 11 , 7 , 0 , 1 , 199.0 , 89 ,, 829 , 188 , 28 , 3 , 19 , 50 , 0 , 19 , 175 , 0 , 4 , 3.84 , 4.36 , 1.20 , 134.1 , 117.4 , 5.78 , 0.20 
1083,4,2018,0,1988,김광현,SK,, 0 , 0 , 25 , 11 , 8 , 0 , 0 , 136.0 , 48 ,, 554 , 125 , 16 , 2 , 16 , 30 , 0 , 2 , 130 , 0 , 3 , 2.98 , 4.16 , 1.14 , 176.5 , 127.4 , 5.26 , 1.91 
1084,5,2018,0,1988,양현종,KIA,, 3 , 0 , 29 , 13 , 11 , 0 , 0 , 184.1 , 88 ,, 772 , 199 , 33 , 0 , 21 , 43 , 1 , 2 , 152 , 0 , 5 , 4.15 , 4.38 , 1.31 , 123.7 , 117.9 , 5.21 , -1.06 
1085,6,2018,0,1985,소사,LG,, 1 , 1 , 27 , 9 , 9 , 0 , 0 , 181.1 , 83 ,, 760 , 192 , 44 , 1 , 16 , 28 , 1 , 4 , 181 , 0 , 6 , 3.52 , 3.50 , 1.21 , 143.2 , 143.3 , 4.95 , 0.16 
1086,7,2018,0,1981,니퍼트,KT,, 0 , 0 , 28 , 8 , 8 , 0 , 0 , 175.2 , 88 ,, 765 , 209 , 33 , 4 , 26 , 39 , 2 , 9 , 165 , 0 , 9 , 4.25 , 4.66 , 1.41 , 124.6 , 111.4 , 4.74 , -0.06 
1087,8,2018,0,1988,후랭코프,두산,, 0 , 0 , 28 , 18 , 3 , 0 , 0 , 149.1 , 64 ,, 621 , 118 , 17 , 1 , 12 , 55 , 1 , 22 , 134 , 0 , 15 , 3.74 , 4.61 , 1.16 , 135.3 , 110.0 , 4.12 , 1.18 
1088,9,2018,0,1989,이용찬,두산,, 1 , 0 , 24 , 15 , 3 , 0 , 0 , 144.0 , 62 ,, 608 , 151 , 24 , 1 , 14 , 36 , 2 , 8 , 102 , 0 , 6 , 3.63 , 4.56 , 1.30 , 139.4 , 110.8 , 3.91 , 0.45 
1089,10,2018,0,1988,켈리,SK,, 0 , 0 , 28 , 12 , 7 , 0 , 0 , 158.1 , 78 ,, 674 , 152 , 28 , 3 , 18 , 47 , 1 , 13 , 161 , 2 , 5 , 4.09 , 4.40 , 1.26 , 128.5 , 120.4 , 3.89 , -0.45 
1090,11,2018,0,1985,피어밴드,KT,, 1 , 0 , 26 , 8 , 8 , 0 , 0 , 163.1 , 90 ,, 707 , 186 , 27 , 1 , 24 , 38 , 0 , 6 , 141 , 0 , 5 , 4.30 , 4.83 , 1.37 , 123.3 , 107.7 , 3.78 , -1.28 
1091,12,2018,0,1997,최원태,키움,, 1 , 0 , 23 , 13 , 7 , 0 , 0 , 134.1 , 62 ,, 577 , 144 , 28 , 0 , 8 , 35 , 0 , 11 , 101 , 0 , 3 , 3.95 , 4.13 , 1.33 , 130.4 , 124.5 , 3.66 , 0.77 
1092,13,2018,0,1984,노경은,롯데,, 0 , 0 , 19 , 9 , 6 , 0 , 0 , 132.1 , 65 ,, 547 , 127 , 24 , 3 , 18 , 30 , 1 , 4 , 89 , 0 , 1 , 4.08 , 5.00 , 1.19 , 127.8 , 104.5 , 3.41 , 0.27 
1093,14,2018,0,1991,박종훈,SK,, 0 , 0 , 30 , 14 , 8 , 0 , 0 , 159.1 , 81 ,, 702 , 158 , 31 , 3 , 16 , 54 , 0 , 20 , 133 , 0 , 3 , 4.18 , 4.86 , 1.33 , 125.8 , 108.3 , 3.38 , -0.38 
1094,15,2018,0,1997,최충연,삼성,, 0 , 0 , 0 , 2 , 6 , 8 , 16 , 85.0 , 34 ,, 344 , 73 , 16 , 2 , 6 , 26 , 1 , 2 , 101 , 0 , 8 , 3.60 , 3.33 , 1.17 , 147.3 , 156.2 , 2.98 , 1.49 
1095,16,2018,0,1991,샘슨,한화,, 0 , 0 , 29 , 13 , 8 , 0 , 0 , 161.2 , 91 ,, 703 , 144 , 26 , 1 , 17 , 79 , 0 , 5 , 195 , 2 , 18 , 4.68 , 4.35 , 1.38 , 113.3 , 123.2 , 2.97 , -0.70 
1096,17,2018,0,1987,헥터,KIA,, 1 , 0 , 29 , 11 , 10 , 0 , 0 , 174.0 , 102 ,, 753 , 209 , 31 , 0 , 25 , 36 , 2 , 4 , 137 , 1 , 4 , 4.60 , 4.78 , 1.41 , 111.5 , 107.9 , 2.96 , -1.24 
1097,18,2018,0,1988,레일리,롯데,, 0 , 0 , 30 , 11 , 13 , 0 , 0 , 178.1 , 106 ,, 775 , 180 , 34 , 4 , 24 , 54 , 1 , 18 , 178 , 2 , 4 , 4.74 , 4.78 , 1.31 , 109.9 , 109.3 , 2.95 , -1.94 
1098,19,2018,0,1995,함덕주,두산,, 0 , 0 , 0 , 6 , 3 , 27 , 3 , 67.0 , 23 ,, 293 , 58 , 9 , 1 , 4 , 37 , 3 , 4 , 75 , 0 , 4 , 2.96 , 4.07 , 1.42 , 171.0 , 124.8 , 2.95 , 1.58 
1099,20,2018,0,1984,송은범,한화,, 0 , 0 , 0 , 7 , 4 , 1 , 10 , 79.1 , 29 ,, 341 , 77 , 9 , 1 , 2 , 33 , 2 , 5 , 61 , 0 , 8 , 2.50 , 3.98 , 1.39 , 212.3 , 132.4 , 2.93 , 0.70 
1100,21,2018,0,1993,한현희,키움,, 0 , 0 , 28 , 11 , 7 , 0 , 0 , 169.0 , 98 ,, 756 , 208 , 42 , 3 , 22 , 49 , 0 , 20 , 105 , 0 , 6 , 4.79 , 5.51 , 1.52 , 107.5 , 92.8 , 2.83 , -1.36 
1101,22,2018,0,1987,아델만,삼성,, 0 , 0 , 31 , 8 , 12 , 0 , 0 , 171.0 , 101 ,, 758 , 202 , 39 , 1 , 20 , 54 , 0 , 11 , 137 , 1 , 7 , 5.05 , 4.89 , 1.50 , 105.0 , 107.1 , 2.81 , -1.15 
1102,23,2018,0,1990,이재학,NC,, 1 , 0 , 29 , 5 , 13 , 0 , 0 , 152.1 , 87 ,, 658 , 157 , 27 , 2 , 13 , 49 , 2 , 10 , 116 , 0 , 6 , 4.79 , 4.54 , 1.35 , 108.4 , 115.4 , 2.67 , -1.06 
1103,24,2018,0,1990,이태양,한화,, 0 , 0 , 0 , 4 , 2 , 0 , 12 , 79.1 , 30 ,, 325 , 66 , 11 , 1 , 10 , 23 , 2 , 4 , 85 , 0 , 4 , 2.84 , 4.27 , 1.12 , 186.8 , 125.3 , 2.62 , 0.95 
1104,25,2018,0,1994,박상원,한화,, 0 , 0 , 0 , 4 , 2 , 0 , 9 , 60.0 , 17 ,, 256 , 59 , 13 , 0 , 3 , 21 , 1 , 4 , 62 , 0 , 3 , 2.10 , 3.62 , 1.33 , 252.3 , 146.8 , 2.44 , 0.44 
1105,26,2018,0,1989,문승원,SK,, 0 , 0 , 27 , 8 , 9 , 1 , 1 , 150.2 , 86 ,, 656 , 180 , 33 , 2 , 24 , 37 , 0 , 4 , 122 , 0 , 4 , 4.60 , 5.10 , 1.44 , 114.3 , 104.0 , 2.41 , -1.49 
1106,27,2018,0,1993,김윤동,KIA,, 0 , 0 , 0 , 7 , 6 , 4 , 18 , 82.2 , 39 ,, 369 , 71 , 13 , 1 , 9 , 54 , 7 , 2 , 79 , 0 , 7 , 3.70 , 5.12 , 1.51 , 138.7 , 100.9 , 2.37 , -0.97 
1107,28,2018,0,1987,백정현,삼성,, 0 , 0 , 23 , 7 , 7 , 1 , 0 , 125.2 , 68 ,, 540 , 142 , 27 , 2 , 18 , 36 , 0 , 3 , 99 , 0 , 2 , 4.58 , 5.05 , 1.42 , 115.7 , 104.1 , 2.34 , -0.87 
1108,29,2018,0,1987,듀브론트,롯데,, 0 , 0 , 25 , 6 , 9 , 0 , 0 , 137.1 , 82 ,, 629 , 162 , 29 , 2 , 13 , 62 , 1 , 8 , 109 , 3 , 10 , 4.92 , 4.98 , 1.63 , 106.1 , 104.8 , 2.33 , -1.66 
1109,30,2018,0,1992,왕웨이중,NC,, 0 , 0 , 25 , 7 , 10 , 0 , 0 , 141.2 , 83 ,, 615 , 169 , 25 , 1 , 16 , 40 , 2 , 2 , 108 , 0 , 2 , 4.26 , 4.62 , 1.48 , 121.9 , 113.5 , 2.28 , -0.52 
1110,1,2019,0,1988,양현종,KIA,, 2 , 2 , 29 , 16 , 8 , 0 , 0 , 184.2 , 56 ,, 731 , 165 , 32 , 1 , 6 , 33 , 0 , 2 , 163 , 0 , 1 , 2.29 , 2.63 , 1.07 , 183.1 , 160.3 , 7.35 , 3.81 
1111,2,2019,0,1987,린드블럼,두산,, 0 , 0 , 30 , 20 , 3 , 0 , 0 , 194.2 , 57 ,, 773 , 165 , 22 , 3 , 13 , 29 , 0 , 6 , 189 , 0 , 7 , 2.50 , 2.87 , 1.00 , 164.4 , 141.5 , 6.86 , 4.44 
1112,3,2019,0,1988,김광현,SK,, 0 , 0 , 30 , 17 , 6 , 0 , 0 , 190.1 , 64 ,, 786 , 198 , 17 , 0 , 13 , 38 , 1 , 2 , 180 , 0 , 8 , 2.51 , 3.01 , 1.24 , 169.8 , 142.2 , 6.39 , 3.28 
1113,4,2019,0,1989,산체스,SK,, 0 , 0 , 28 , 17 , 5 , 0 , 0 , 165.0 , 51 ,, 671 , 151 , 18 , 2 , 2 , 42 , 0 , 2 , 148 , 2 , 11 , 2.62 , 2.57 , 1.17 , 162.5 , 163.8 , 5.93 , 3.64 
1114,5,2019,0,1988,루친스키,NC,, 2 , 0 , 30 , 9 , 9 , 0 , 0 , 177.1 , 68 ,, 731 , 164 , 20 , 1 , 13 , 45 , 0 , 11 , 119 , 0 , 7 , 3.05 , 3.96 , 1.18 , 138.4 , 106.6 , 4.64 , 2.51 
1115,6,2019,0,1989,채드벨,한화,, 0 , 0 , 29 , 11 , 10 , 0 , 0 , 177.1 , 73 ,, 749 , 169 , 33 , 2 , 14 , 63 , 0 , 10 , 134 , 1 , 8 , 3.50 , 4.15 , 1.31 , 118.3 , 100.2 , 4.49 , 1.53 
1116,7,2019,0,1989,요키시,키움,, 1 , 1 , 30 , 13 , 9 , 0 , 0 , 181.1 , 72 ,, 746 , 166 , 33 , 5 , 9 , 39 , 0 , 11 , 141 , 0 , 6 , 3.13 , 3.32 , 1.13 , 132.4 , 124.5 , 4.23 , 1.09 
1117,8,2019,0,1990,서폴드,한화,, 0 , 0 , 31 , 12 , 11 , 0 , 0 , 192.1 , 84 ,, 810 , 191 , 28 , 4 , 8 , 54 , 1 , 8 , 135 , 0 , 8 , 3.51 , 3.49 , 1.27 , 118.0 , 119.3 , 4.22 , 1.73 
1118,9,2019,0,1988,레일리,롯데,, 0 , 0 , 30 , 5 , 14 , 0 , 0 , 181.0 , 88 ,, 791 , 191 , 32 , 4 , 10 , 65 , 1 , 8 , 140 , 1 , 10 , 3.88 , 3.77 , 1.41 , 108.1 , 111.1 , 4.08 , 0.20 
1119,10,2019,0,1989,켈리,LG,, 0 , 0 , 29 , 14 , 12 , 0 , 0 , 180.1 , 70 ,, 747 , 164 , 33 , 3 , 7 , 41 , 0 , 16 , 126 , 0 , 12 , 2.55 , 3.46 , 1.14 , 161.3 , 118.7 , 3.98 , 2.39 
1120,11,2019,0,1998,고우석,LG,, 0 , 0 , 0 , 8 , 2 , 34 , 1 , 70.0 , 13 ,, 284 , 47 , 7 , 1 , 4 , 29 , 4 , 4 , 76 , 0 , 2 , 1.54 , 3.22 , 1.09 , 266.1 , 126.7 , 3.89 , 3.58 
1121,12,2019,0,1985,정우람,한화,, 0 , 0 , 0 , 4 , 3 , 26 , 0 , 58.1 , 11 ,, 237 , 57 , 8 , 0 , 4 , 16 , 4 , 1 , 48 , 1 , 2 , 1.54 , 3.32 , 1.25 , 268.5 , 125.1 , 3.82 , 2.59 
1122,13,2019,0,1990,박진우,NC,, 0 , 0 , 18 , 9 , 7 , 0 , 5 , 140.2 , 53 ,, 590 , 137 , 18 , 0 , 9 , 29 , 0 , 19 , 92 , 0 , 2 , 3.14 , 3.95 , 1.18 , 134.4 , 106.8 , 3.82 , 2.46 
1123,14,2019,0,1988,브리검,키움,, 0 , 0 , 28 , 13 , 5 , 0 , 0 , 158.1 , 62 ,, 669 , 148 , 32 , 2 , 5 , 46 , 0 , 12 , 130 , 1 , 7 , 2.96 , 3.27 , 1.23 , 140.0 , 126.9 , 3.69 , 1.21 
1124,15,2019,0,1986,유희관,두산,, 2 , 0 , 27 , 11 , 8 , 0 , 0 , 166.1 , 67 ,, 692 , 171 , 37 , 2 , 8 , 42 , 3 , 3 , 64 , 0 , 2 , 3.25 , 4.02 , 1.28 , 126.5 , 102.3 , 3.55 , 1.70 
1125,16,2019,0,1990,쿠에바스,KT,, 0 , 0 , 30 , 13 , 10 , 0 , 0 , 184.0 , 80 ,, 760 , 153 , 21 , 6 , 18 , 63 , 0 , 12 , 135 , 0 , 4 , 3.62 , 4.43 , 1.17 , 114.3 , 92.7 , 3.44 , 1.22 
1126,17,2019,0,1989,윌슨,LG,, 1 , 0 , 30 , 14 , 7 , 0 , 0 , 185.0 , 77 ,, 763 , 171 , 27 , 2 , 7 , 43 , 1 , 11 , 137 , 0 , 6 , 2.92 , 3.27 , 1.16 , 140.6 , 125.4 , 3.40 , 1.88 
1127,18,2019,0,1997,최원태,키움,, 0 , 0 , 27 , 11 , 5 , 0 , 0 , 157.1 , 68 ,, 666 , 165 , 28 , 2 , 5 , 36 , 0 , 5 , 105 , 0 , 5 , 3.38 , 3.26 , 1.28 , 122.6 , 127.1 , 3.10 , 0.60 
1128,19,2019,0,1990,하재훈,SK,, 0 , 0 , 0 , 5 , 3 , 36 , 3 , 59.0 , 13 ,, 245 , 47 , 11 , 0 , 1 , 26 , 2 , 1 , 64 , 1 , 0 , 1.98 , 2.73 , 1.24 , 214.6 , 154.7 , 3.09 , 3.47 
